arrival_flight_id,departure_flight_id,nb_connecting_pax,transfer_time_theoretical,transfer_time_actual,min_walking_time
50,789,8,9900,17520,5309
50,1154,14,8100,17460,3403
50,301,12,13200,15600,1071
51,111,30,3000,3600,609
51,681,20,9900,9660,1030
71,131,9,3300,3300,959
71,1307,9,6300,6660,1638
71,117,13,8100,8280,604
71,673,12,5400,6660,2627
71,848,9,13200,13500,2838
73,281,13,6300,3900,4795
73,1347,8,10200,12300,4579
73,308,14,6900,5460,5519
73,835,8,11400,9120,1394
75,1166,8,12900,13440,2010
75,820,4,14100,14820,1261
75,787,13,5400,10860,1701
75,638,8,5700,6060,4047
76,145,26,2700,3120,1673
76,1365,18,9000,9240,4241
77,1194,10,3900,5040,669
77,980,3,4500,3300,3192
77,597,4,3000,-600,2335
77,1351,4,3000,-1380,952
77,1363,13,5100,6480,3531
77,1033,9,3300,2160,1744
163,1043,11,9900,7620,5412
163,1370,7,7500,7080,3693
163,489,6,9000,6300,5374
163,1358,12,9600,8220,4377
163,637,10,9900,7440,2012
163,631,9,4200,5640,1634
164,989,12,11700,12180,2532
164,799,13,8400,9000,1896
164,1317,7,12000,12480,2982
164,1184,11,9300,9120,3498
164,640,9,10800,11640,1897
164,273,8,8400,10200,4023
164,832,6,5100,4800,1061
164,141,8,10200,10980,1563
169,113,11,8700,12240,1779
169,1190,13,3600,4680,2319
169,269,11,8100,10920,4806
169,422,17,2700,4560,999
169,414,10,8400,18720,3782
169,1208,19,9600,11400,950
169,466,14,7800,10500,4733
170,1025,7,12000,12900,5582
170,1382,16,12000,14580,3756
170,978,5,13500,15120,5104
170,990,5,14400,15180,783
170,1209,3,3600,3840,2938
170,782,8,13200,13740,3437
170,987,6,2700,4560,1105
172,1313,9,7800,11760,5160
172,469,9,9000,10020,1937
172,650,3,9900,12000,3228
172,151,7,14400,14880,1032
172,800,7,3900,6480,2587
172,847,4,7800,7740,977
172,244,6,4800,4860,2590
174,109,9,6000,6780,2837
174,263,11,4200,6240,3438
174,863,9,5700,6060,4413
179,474,9,13500,21840,2223
179,298,12,14100,17820,747
179,249,8,14400,18780,3025
183,1218,17,5100,2220,3767
183,792,14,6000,2700,1105
183,434,12,5700,3180,4175
185,1206,5,4500,5700,3324
185,122,8,6300,9420,3464
185,809,5,5400,5640,3965
185,1005,7,13500,14760,4876
185,820,4,5100,5700,2607
185,111,6,10200,11220,2502
185,1316,4,5100,5640,1070
185,127,8,8100,11220,2768
185,1183,2,9600,11220,3847
185,466,3,13200,15420,2141
185,843,4,7500,7920,2697
194,1309,9,11400,11400,811
194,1186,10,4500,4560,1019
194,629,14,7500,7560,4846
194,1183,10,10200,11220,4825
194,869,8,5400,6660,2732
195,140,71,4200,4980,2766
197,312,10,6600,8100,1373
197,82,15,2700,4440,958
197,597,10,2700,-180,718
197,488,8,3900,1020,2623
197,831,10,3300,6540,2466
198,1363,26,6000,9600,4392
198,1358,19,13800,12540,3871
205,290,17,14100,14940,4427
205,651,11,8400,9300,3392
205,127,17,11400,14700,2159
205,1313,15,7200,11820,4461
210,277,7,4800,4020,3199
210,284,11,5100,6000,3986
210,795,8,4800,4440,3611
212,434,7,4500,3480,1279
212,792,5,4800,3000,3702
212,1217,8,3300,2640,1133
212,861,7,3600,3000,2329
212,267,3,3900,3060,2610
212,1218,9,3900,2520,3099
212,1043,5,4500,3420,998
212,637,5,4500,3240,2690
212,1358,2,4200,4020,3586
221,262,14,5700,6960,632
221,624,16,3300,3240,2470
221,655,12,14400,15420,4940
221,477,10,13500,13620,4503
224,462,10,7800,12600,4341
224,1222,12,14100,15840,1861
224,859,6,11700,11160,1200
224,277,17,5100,4740,1858
225,142,14,9000,11940,4392
225,300,10,13500,18180,2329
225,184,5,11100,16800,3532
231,82,10,13200,16680,2696
231,266,12,7500,6060,5676
231,247,13,13500,14700,622
231,1175,14,13500,16200,3512
231,836,14,13200,14700,1106
319,1376,9,6300,7620,1527
319,262,4,5700,7980,4621
319,1372,9,12600,14760,737
319,97,8,4500,4980,2886
319,1167,17,4500,6180,1629
325,434,29,5100,2400,2232
326,598,7,13500,19140,5614
326,1340,9,14100,13200,1612
326,459,10,2700,3180,1611
326,641,5,14100,18480,3880
326,450,8,12600,11040,1720
326,597,8,13200,12780,681
326,453,10,13200,14700,3070
326,1159,7,2700,1440,1109
326,1194,8,14100,18420,5488
328,109,80,11400,11760,797
329,1137,5,3600,3300,780
329,298,8,2700,1920,1478
329,637,11,12900,8880,2916
329,805,4,4500,3840,1300
329,1046,9,3000,-1260,1247
329,861,8,12000,8640,1440
329,442,4,3900,6420,844
329,831,11,3300,6360,1775
330,244,16,4500,4980,3597
330,800,12,3600,6600,1158
330,809,14,9000,9180,4332
331,1025,12,14100,13200,1057
331,640,14,5400,4680,1618
331,155,14,5400,4560,1361
336,977,3,8400,14940,5567
336,1136,8,13200,15960,2210
336,451,6,8700,11820,1788
336,184,7,14100,20760,3974
336,266,10,12300,14340,1809
336,289,6,8100,12060,4750
336,292,6,12900,16860,2451
336,416,7,6000,9000,4762
336,142,2,12000,15900,3189
336,1035,6,9000,13560,4356
336,86,3,9000,13920,690
340,835,12,13800,12420,3026
340,153,20,4200,2700,924
340,827,16,9600,15300,2911
341,859,56,14100,13740,3180
342,1318,12,6900,10440,1125
342,451,10,5700,3060,4906
342,474,7,14400,17880,3517
342,450,13,14400,9840,3338
342,1020,13,4500,4140,1806
344,673,3,4200,5220,2295
344,1327,5,5400,5460,3272
344,417,9,4200,4680,2422
344,847,5,11400,11280,4501
344,787,5,3900,8700,1562
344,636,9,6000,5400,2523
344,1323,14,14400,18240,3845
344,122,9,13800,16380,5168
344,650,3,13500,15540,5563
344,785,9,2700,2640,1253
344,117,6,6900,6840,4488
346,616,69,6300,8640,2574
348,1370,10,3000,2460,2332
348,1217,5,4200,2220,3558
348,792,3,5700,2580,1262
348,1358,10,5100,3600,3978
348,637,8,5400,2820,1493
348,617,6,5700,3120,3909
351,650,40,5400,7680,3032
354,677,10,9900,10140,1865
354,776,14,7200,7020,4944
354,1166,9,14100,14580,3871
354,1326,9,4800,5400,1925
354,1161,10,7500,7260,3011
354,1222,7,12300,14460,5005
354,638,5,6900,7200,5021
354,663,6,5100,5460,3118
355,875,32,3600,4380,2740
356,452,16,4200,480,2093
356,1185,11,7200,6720,4287
356,1340,11,3900,-60,1210
356,981,12,3300,5880,1123
357,1322,14,3600,10140,2448
357,1164,15,7200,8880,2114
357,640,15,4800,5520,2473
357,680,9,6900,6720,3234
357,107,8,2700,2640,2079
361,1020,13,4500,9060,3506
361,664,10,7800,8700,4481
361,450,7,14400,14760,5235
362,434,22,10200,7980,1923
362,468,23,3600,5220,1438
363,237,37,9000,5460,3229
368,1150,10,2700,3480,1515
368,1372,7,13200,15120,1868
368,1170,11,4500,5400,2958
368,987,9,4200,6300,2548
368,97,6,5100,5340,2634
368,599,15,3600,4260,1739
368,1189,7,3300,5220,2458
368,477,7,14100,15000,2092
369,107,49,6600,6180,5628
370,829,20,4500,3720,2101
370,1311,17,6300,6360,2326
370,831,16,4800,8220,1709
370,453,18,4200,3420,3006
372,151,6,7200,8940,1756
372,789,9,6300,14640,1533
372,783,6,12300,17160,5471
372,629,3,3600,5040,2178
372,416,7,8100,10980,4027
372,664,6,12900,14520,5673
377,1159,7,10800,11160,4375
377,1003,10,14100,13860,1597
377,289,6,11400,14220,690
377,1031,5,6000,6960,3189
377,642,5,4800,4800,3481
377,1035,4,12300,15720,1727
377,86,5,12300,16080,1087
377,469,8,3000,4260,2184
387,440,7,5100,5520,948
387,803,14,6900,7560,4957
387,875,3,6600,7560,1795
387,801,8,7200,7380,3413
387,815,4,7200,9900,1275
387,987,5,5100,6960,3667
387,996,9,10500,11520,4251
389,262,8,6300,7740,3254
389,293,8,4500,4560,2723
389,1317,5,6000,6360,3688
389,674,11,2700,4680,1146
389,657,20,13200,14160,4703
389,1197,5,5400,5340,2482
390,1040,20,3000,4860,2322
390,820,23,12600,14160,2131
390,982,23,11100,15060,4531
391,282,14,4500,5640,2759
391,858,18,3000,2640,1726
391,141,13,3000,3540,1714
391,1000,14,12600,13260,1217
392,637,41,5100,5400,4210
393,1370,6,6000,4860,3472
393,617,7,8700,5520,1102
393,861,7,7500,4980,1455
393,637,6,8400,5220,4019
393,1218,10,7800,4500,3166
393,631,2,2700,3420,1252
394,451,5,9900,10260,4248
394,974,12,9300,8280,3366
394,1035,6,10200,12000,2396
394,78,6,4500,6300,875
394,86,7,10200,12360,1849
394,681,5,12900,11220,1888
395,1347,19,3300,6120,1795
395,1309,18,3000,1740,997
395,451,21,6300,6660,5387
395,459,12,5100,5580,1946
398,263,14,5700,7140,1338
398,859,14,9000,8460,3957
398,1040,19,4800,5340,2387
399,263,5,4500,6000,2644
399,1186,9,12000,12360,791
399,638,7,4800,4740,2667
399,1327,7,6000,6300,4205
399,145,6,3300,4500,2695
399,1361,5,3300,3780,671
399,1346,3,4200,4980,2982
399,775,9,13500,13920,792
399,866,7,10800,11220,3107
399,869,9,12900,14460,3288
399,1222,3,10200,12000,3812
399,1040,6,3600,4200,1177
402,489,17,3600,1680,2426
402,1217,11,3300,2220,933
402,1043,6,4500,3000,2136
402,1358,12,4200,3600,2086
402,267,7,3900,2640,2051
402,861,10,3600,2580,2377
402,1218,9,3900,2100,1258
403,851,7,2700,3120,631
403,1318,7,5100,12720,1730
403,1020,9,2700,6420,1060
403,451,8,3900,5340,3167
403,442,12,14400,20640,3556
405,103,7,11700,12840,3926
405,1335,6,6300,7740,3182
405,1316,6,12600,13080,3576
405,1001,6,4800,5640,3019
405,863,2,5400,5460,3853
411,1012,3,9600,7620,4234
411,475,6,9900,6720,3623
411,836,8,7500,3840,4673
411,296,8,9000,11100,3296
411,597,5,7500,1200,5686
411,1213,2,9600,5220,3537
411,442,6,8700,7980,2456
411,450,5,6900,-540,4258
412,1386,8,6900,5880,1737
412,1340,4,3900,-600,841
412,468,12,6600,5700,2076
412,637,4,13200,8220,5182
412,453,6,3000,900,2242
412,831,3,3600,5700,2722
493,1372,11,7800,8760,5250
493,152,6,8100,8100,928
493,675,11,14100,18720,3966
493,1014,9,3000,5460,1212
494,1043,7,4800,2400,4055
494,489,11,3900,1080,1740
494,792,5,5100,1980,923
494,1358,8,4500,3000,3362
494,1218,10,4200,1500,3285
494,861,4,3900,1980,1662
494,1217,8,3600,1620,2418
494,267,5,4200,2040,2790
494,434,7,4800,2460,1029
498,86,8,5700,7980,3130
498,681,6,8400,6840,2516
498,1005,6,4800,4320,3042
498,621,6,5100,8640,3098
498,835,6,3600,2160,2033
498,995,6,13800,15060,2731
498,1159,7,4200,3060,2339
498,300,3,13200,16200,1818
498,977,6,5100,9000,3828
504,140,15,13800,6660,5624
504,1333,16,14100,7440,4020
504,783,14,6000,240,2360
505,489,9,7500,4920,2095
505,1218,5,7800,5340,1338
505,1358,2,8100,6840,4956
505,1217,11,7200,5460,4086
505,861,8,7500,5820,3141
505,637,7,8400,6060,3371
507,641,4,3900,8820,727
507,237,10,3000,4200,1874
507,479,5,3000,3600,2323
507,82,4,3000,7740,629
508,1307,8,9300,9180,825
508,83,4,9000,9120,5095
508,787,7,8100,12660,1641
508,1144,4,10500,9420,2087
508,417,3,8400,8640,2037
508,284,8,5100,6000,2190
508,990,1,7200,6900,3846
508,976,5,6600,8100,5342
508,153,5,14400,13800,2860
508,1365,6,13200,13740,3457
508,1204,4,6900,7620,4126
508,656,6,8700,9420,3883
508,104,4,6600,6660,1044
510,608,12,4200,4680,1211
510,1170,10,3000,3720,1527
510,145,6,14100,15960,1866
512,249,17,3900,1740,2320
512,299,18,3600,840,2856
512,597,13,3600,-1500,1981
513,281,14,5700,6960,2132
513,842,13,6600,8220,4760
513,301,15,11400,14820,4639
514,789,9,3000,6300,1914
514,664,7,9600,6180,2715
514,1003,5,9600,5340,2685
514,783,8,9000,8820,1631
514,151,7,3900,600,3023
514,1159,4,6300,2640,4923
514,835,10,5700,1740,3289
514,977,5,7200,8580,4652
514,184,6,12900,14400,4678
518,455,3,6600,7560,1080
518,1374,6,4500,5820,788
518,1365,12,9300,10740,5163
518,661,5,11100,13860,5555
518,636,8,6300,6360,3457
518,463,8,13500,14340,4890
518,469,8,12900,14520,1957
518,1144,8,6600,6420,1146
518,1361,6,3000,3900,1716
523,861,3,10200,8100,2054
523,259,2,5100,4860,1030
523,1012,4,3000,5520,1149
523,1386,6,4800,6000,2501
523,475,4,3300,4620,1637
523,637,9,11100,8340,1796
523,1217,6,9900,7740,4260
523,312,10,4800,7380,2911
524,661,12,12300,14580,1789
524,1036,6,10200,12420,4348
524,775,4,14400,14760,2324
524,1335,7,7800,8940,5666
524,117,3,8400,8520,802
524,234,4,5400,7800,3427
524,1186,4,12900,13200,2503
529,792,44,7800,4260,4524
530,438,3,3600,3780,2403
530,1313,6,3900,8640,1875
530,463,6,5700,6720,1661
530,1183,11,9600,11520,1078
530,851,5,12900,14400,5573
530,982,5,3600,6900,2652
530,843,9,7500,8220,1275
530,281,7,7200,7680,4536
533,1376,16,8100,8700,4697
533,674,14,3900,6000,1318
533,1211,12,12300,13200,3141
533,777,6,4500,5400,1639
535,617,49,5100,4080,2736
541,430,16,3900,5940,1486
541,1358,9,12900,10980,2965
541,597,11,3000,960,1883
541,1185,13,7200,8160,5625
542,783,6,9600,12720,3847
542,1347,8,5100,8820,3654
542,288,4,7800,8880,4135
542,1003,9,10200,9240,5069
542,1183,7,3600,4260,848
542,266,5,11700,11880,2948
542,1136,5,12600,13500,2013
543,295,5,3300,3900,2452
543,631,11,3600,5400,659
543,489,1,8400,6060,2214
543,1185,8,3300,5160,1471
543,1217,5,8100,6600,1240
543,259,5,3300,3720,2160
543,1218,7,8700,6480,3581
544,875,71,5700,6060,3187
545,677,6,8400,8700,946
545,820,5,13800,14520,3837
545,638,8,5400,5760,3476
545,1374,2,5400,6720,4634
545,483,12,7800,8580,4956
545,615,4,4800,5280,2874
545,455,10,7500,8460,2091
545,417,9,5400,6540,2834
546,845,2,4200,3960,690
546,233,6,9000,7620,1500
546,1222,8,12600,13740,1057
546,673,4,7200,7800,4166
546,1313,7,14400,17880,4368
546,785,4,5700,5220,1495
546,1382,10,3600,4920,2962
546,866,4,13200,12960,1116
546,636,2,9000,7980,1524
546,1166,5,14400,13860,5385
546,778,8,6600,5880,2398
546,1335,8,9300,9840,3026
549,995,3,9600,12060,672
549,829,14,10800,13620,5137
549,475,7,12900,16920,2901
549,981,6,10800,17760,4358
549,266,9,4800,5400,3939
549,300,12,9000,13200,4431
549,488,8,11700,12600,1589
554,126,38,3300,-60,1812
555,1043,10,4800,3120,3412
555,267,5,4200,2760,3280
555,1217,3,3600,2340,1631
555,617,8,5100,3240,3074
555,861,8,3900,2700,1692
556,113,7,6900,9000,1621
556,86,6,7200,10260,2496
556,111,6,3000,3060,1956
556,288,4,6600,7680,4208
556,1347,2,3900,7620,1927
558,1213,2,4800,3840,3666
558,637,9,12900,9060,2434
558,831,10,3300,6540,2287
558,475,9,5100,5340,3399
558,597,4,2700,-180,1670
562,475,6,5400,5940,3523
562,296,4,4500,10320,937
562,267,6,12600,9480,1376
562,259,4,7200,6180,1788
563,112,17,12000,14280,1258
563,1167,19,5700,7440,4415
569,849,30,9600,11940,5591
569,78,39,10500,13620,4598
571,489,17,4800,2280,2602
571,1358,11,5400,4200,2252
571,1370,8,3300,3060,1976
571,1217,13,4500,2820,2527
576,805,28,3000,900,1778
577,1327,9,7200,7500,2166
577,1168,13,12600,12660,3743
577,233,12,7800,7080,2520
578,641,73,4500,7680,2190
579,247,22,13500,16320,2938
579,289,19,3300,5400,1615
581,1194,3,4200,3300,2030
581,267,6,12900,6720,1680
581,637,4,13500,6900,4587
581,641,4,4200,3360,3557
581,1033,12,3600,420,2879
581,1217,8,12300,6300,2748
581,1137,9,4200,1320,3353
581,442,5,4500,4440,1207
581,489,9,12600,5760,2629
582,1372,3,11100,13740,4113
582,657,10,11100,13380,3852
582,782,6,12600,14100,2723
582,616,9,13800,16860,707
582,975,12,11100,12660,3840
582,1361,7,13500,15540,2355
582,1211,9,9000,11100,5404
585,269,15,3000,3900,1116
585,1035,25,3900,6120,2290
585,681,13,6600,5340,5402
586,104,17,5100,6660,4163
586,975,24,3000,4020,2090
586,675,19,9300,15060,2164
587,800,27,2700,6420,1384
588,1347,7,5400,10320,2480
588,266,10,12000,13380,4602
588,78,11,3000,6900,1507
588,439,7,3300,3720,2656
589,1372,31,11100,12300,2203
589,425,23,11400,15780,978
687,778,6,3600,3420,1153
687,847,9,11400,11400,754
687,1206,5,12000,12780,4633
687,787,13,3900,8820,3052
687,1168,12,10800,10740,5150
687,809,9,12900,12720,645
691,282,31,6900,9540,2038
691,608,31,6900,8340,772
694,981,42,13200,18240,4626
698,1323,8,9900,14640,942
698,290,3,13800,14820,4377
698,463,4,8700,9780,4002
698,246,3,12300,19140,1375
698,1347,5,14100,19140,734
698,153,11,5700,6240,2262
698,122,8,9300,12780,4743
698,111,7,13200,14580,4450
699,288,6,8700,10860,1424
699,184,5,14400,20280,1122
700,416,11,9900,12840,691
700,835,13,10800,11940,5589
700,878,8,3600,4500,2055
700,1020,8,11400,16740,1780
700,151,3,9000,10800,4385
700,848,9,3000,4440,912
700,1323,5,5400,10620,3227
701,288,28,8100,8940,3123
701,142,26,11700,13500,5047
705,974,16,6300,6900,3717
705,266,11,10500,11400,4636
705,664,12,9000,9600,5584
705,999,7,7500,8160,3711
705,269,16,6300,8400,5360
708,110,2,3600,3780,843
708,777,6,12300,12960,4628
708,84,5,14100,13800,2927
708,150,5,4800,4500,4140
708,1381,5,3300,3840,2318
708,858,10,13200,12840,1372
708,460,3,3300,8160,729
708,1379,2,12000,12600,2811
708,791,7,4800,4680,2467
708,1342,7,3900,3420,2739
708,1356,3,3000,3060,1275
708,1212,6,7800,7380,4340
710,980,1,4200,-1440,1160
710,430,5,3600,-360,1030
710,609,8,5400,2040,1312
710,1012,3,4800,1080,3799
710,488,4,3900,-4140,2418
710,637,2,12900,3900,4774
710,1333,6,3000,-3300,1910
710,140,7,2700,-4080,630
710,641,4,3600,360,2251
710,1218,5,12300,3180,5097
710,237,14,2700,-4260,1428
711,638,6,7200,6780,4717
711,1207,7,4500,4140,2071
711,866,12,13200,13260,1043
711,636,9,9000,8280,4618
711,145,13,5700,6540,842
711,1339,11,9900,11340,3023
712,450,28,14400,15060,3731
713,1358,8,4200,4080,2398
713,792,4,4800,3060,2194
713,1217,9,3300,2700,1417
713,861,6,3600,3060,1355
714,875,18,7800,8340,2653
714,155,19,6900,7440,3277
715,599,10,3000,3780,2280
715,1140,11,7800,9120,3723
715,782,10,14100,15000,3152
715,1184,7,2700,3120,1910
715,975,7,12600,13560,4863
715,95,10,13500,15060,2301
715,97,7,4500,4860,1576
716,434,13,4500,2880,1103
716,792,16,4800,2400,1643
716,1218,11,3900,1920,1432
716,617,13,4800,2940,2978
716,861,19,3600,2400,1829
720,414,11,8400,16440,5212
720,142,15,12000,13200,1472
720,789,19,4200,9960,2532
724,789,31,13200,21600,5215
724,859,18,3300,3960,1439
724,287,20,12300,13980,603
726,1374,12,4800,6240,1416
726,104,14,3000,4080,1186
726,990,12,3600,4320,1023
729,656,7,7200,8640,5380
729,1166,5,14100,14460,2281
729,782,4,4500,4680,3014
729,976,9,5100,7320,2253
729,313,4,14400,15360,3445
729,649,6,4800,5520,3433
729,1326,2,4800,5280,2669
729,636,5,8700,8580,5431
729,304,6,3000,3000,2372
729,1000,8,3600,4380,2511
729,620,4,4500,6000,1905
734,868,10,5700,6000,2453
734,1223,6,6000,6960,1566
734,471,4,5400,6060,1660
734,674,6,6000,8520,1477
734,1317,3,9300,10200,5271
734,834,2,2700,4200,2032
737,775,14,5700,5160,1495
737,288,11,14100,14880,3271
737,127,10,8400,10260,2890
744,440,8,14400,14580,4352
744,834,5,9600,10680,3053
744,606,8,12600,13440,4816
744,799,7,12600,13200,824
744,427,7,3300,3720,1720
745,290,3,12300,11160,745
745,111,7,11700,10920,3215
745,1186,5,5400,4260,3057
745,151,4,12000,11160,649
745,122,7,7800,9120,2473
745,869,5,6300,6360,2061
745,313,5,5700,4920,2251
745,819,4,3300,1860,1374
745,1368,8,8700,9060,3368
745,1190,7,10500,9300,4190
745,679,2,5400,4620,707
745,878,5,6600,4860,4640
746,111,16,8700,7980,2634
746,1206,14,3000,2460,1866
748,132,23,10500,10380,4958
748,1311,23,11700,10920,4495
750,122,13,6300,10740,1297
750,869,12,4800,7980,1431
751,94,8,13500,14100,4649
751,680,12,11400,11820,2279
751,875,9,10200,11400,1645
751,659,14,12600,14880,705
755,111,6,9300,9840,3623
755,999,10,13800,14220,5154
755,414,5,12900,22260,3990
755,848,7,3600,3720,2637
755,1183,5,8700,9840,2657
755,288,9,12900,14460,2791
756,1166,7,11700,7440,2250
756,809,5,13200,8760,1332
756,1036,3,9000,6900,3015
756,1361,7,3000,-900,1596
756,1204,4,3000,-180,1435
756,1161,10,5100,120,4120
756,1335,4,6600,3420,3999
756,785,17,3000,-1200,2066
756,462,3,3600,4080,2055
756,1186,5,11700,7680,3897
757,425,5,11400,16860,2094
757,1142,6,3600,4680,2925
757,1040,4,13800,15600,4357
757,94,6,6900,7860,1590
760,664,9,13800,14040,4768
760,977,4,11400,16440,1458
760,1368,4,4800,6360,1773
760,289,4,11100,13560,5039
760,416,6,9000,10500,5091
760,1190,10,6600,6600,3780
761,414,6,12300,23160,2694
761,289,6,12000,16080,3841
761,1031,5,6600,8820,3827
761,103,8,2700,4920,1521
761,851,10,11400,13620,2393
765,298,5,4200,3780,2415
765,488,6,5400,2700,4586
765,247,6,4500,4140,3149
765,1386,7,8100,8400,3250
765,1046,9,4500,600,1385
765,453,7,4200,3420,1936
765,442,7,5400,8280,2941
765,631,11,8700,8940,1902
766,642,11,14400,14400,3550
766,787,12,3900,9000,1841
766,263,12,3900,5460,2395
766,145,7,2700,3960,829
766,809,12,12900,12900,2857
766,462,11,3300,8220,1366
768,245,13,4200,3840,704
768,869,8,10800,12480,5561
768,153,13,8700,8700,2807
768,819,5,7800,7980,5641
768,675,9,5100,9960,2044
768,1307,5,3600,4080,2150
773,1046,7,8100,3360,4574
773,1033,5,8100,7020,1633
773,473,10,8400,7260,1518
773,132,5,8700,8580,4397
773,488,4,9000,5460,2514
773,831,7,8400,10980,2748
773,298,3,7800,6540,2362
774,1167,11,8700,9900,3825
774,606,4,6000,7080,3986
774,261,7,3600,3540,812
882,1218,14,4500,-2700,1731
882,1370,10,2700,-2340,1468
882,267,10,4500,-2160,2387
882,617,14,5400,-1680,1060
884,617,6,4800,-2100,3218
884,489,8,3600,-3540,1527
884,1218,7,3900,-3120,1619
884,267,10,3900,-2580,1392
884,1358,11,4200,-1620,718
884,861,7,3600,-2640,2534
884,792,4,4800,-2640,2964
884,637,3,4500,-2400,3482
886,304,32,10800,11400,1628
888,312,19,14100,16920,1490
888,249,22,10500,11880,5588
888,474,10,9600,14940,751
897,1021,12,7800,8100,5565
897,1214,23,9600,10140,2804
898,489,28,4200,-480,1480
898,1043,30,5100,840,1360
898,1358,25,4800,1440,1728
900,146,5,11700,13440,2992
900,823,7,3600,4380,1335
900,107,3,11400,11940,982
900,1150,2,11400,12180,3936
900,824,10,3600,4500,1212
900,1214,7,14400,15600,3448
900,1379,6,11700,13020,2588
900,1338,6,10800,11940,5443
900,858,3,12900,13260,2691
900,264,9,3600,4140,2323
900,1023,7,3600,4500,1678
900,431,5,7800,9900,4503
901,1169,8,11400,7020,5416
901,649,3,6000,1740,4488
901,782,4,5700,900,3368
901,975,7,4200,-540,3297
901,677,3,11100,6240,1269
901,636,11,9900,4800,5380
901,1200,3,6600,2760,1860
901,1040,8,6900,2760,5440
901,117,4,10800,6240,3075
901,657,11,4200,180,1957
904,831,22,13500,17760,3964
904,829,23,13200,13260,5566
905,418,3,6900,9060,3132
905,440,5,2700,3780,1080
905,858,7,2700,3480,604
905,94,9,7500,8520,3015
905,815,3,4800,8160,2585
906,649,6,3900,3960,957
906,1374,9,6000,6480,966
906,636,6,7800,7020,3560
906,859,5,9000,8100,5425
906,83,5,6600,6780,1774
911,634,5,9600,9360,5390
911,1186,9,3300,3240,2152
911,288,4,13200,14520,5302
911,974,9,12900,13020,1773
911,1154,2,7200,15780,2564
911,281,4,6600,6060,1299
911,843,9,6900,6600,3739
911,820,4,4500,4380,3695
911,849,4,7200,9360,2121
911,103,6,3600,4080,1027
911,775,7,4800,4800,1794
912,427,10,5700,6300,1938
912,1134,13,7500,7620,2341
912,464,11,7500,8220,964
912,1381,10,6900,7860,4674
912,1367,10,8400,8640,1513
912,1212,9,11400,11400,3275
913,1218,78,12300,8400,4613
915,274,5,7200,7680,2452
915,418,4,11700,13440,3410
915,868,11,5700,6060,2030
915,1197,8,8700,9240,5532
918,990,42,9900,11880,5521
919,777,24,2700,4500,1663
919,284,17,13200,15840,4435
919,1209,19,4500,5400,3294
919,987,12,3600,6120,2374
920,289,3,3900,5160,3138
920,451,4,4500,4920,2136
920,1318,5,5700,12300,1636
920,1020,6,3300,6000,864
920,1003,7,6600,4800,4734
920,597,7,13800,13440,4880
920,664,10,6600,5640,3938
920,1351,8,13800,12660,4861
920,474,3,13200,19740,1486
920,974,3,3900,2940,890
920,292,4,8700,9960,1438
920,266,1,8100,7440,3553
922,792,32,7200,3120,3525
924,1021,24,7800,8580,4817
924,599,13,7500,7980,3852
924,801,26,10200,10440,5592
