arrival_flight_id,departure_flight_id,nb_connecting_pax,transfer_time_theoretical,transfer_time_actual,min_walking_time
221,1073,7,11400,12000,4517
221,1077,12,10500,11220,4110
221,881,12,3000,9240,1436
222,873,6,9600,17280,2436
222,1047,15,8400,10080,826
222,508,18,10800,13680,4125
223,134,35,5100,7560,2914
223,1240,28,3000,3300,1986
224,1371,8,6600,6900,5043
224,548,6,7200,7740,650
224,1423,6,10500,15600,1562
224,1262,1,6900,8160,2689
224,1035,4,4500,4620,1512
224,100,3,5700,5880,4755
224,309,7,11100,11580,4298
224,559,5,9300,9480,1603
224,320,3,14100,14460,3166
224,653,5,5700,7800,3487
224,1380,6,12600,13080,3906
224,341,6,8700,11340,3264
224,479,7,10800,12060,741
224,1052,5,8700,9060,2204
224,188,5,7800,7980,5189
225,1386,72,4500,6240,1338
226,129,4,11100,10800,4941
226,515,2,5400,5160,693
226,307,3,10500,10320,1126
226,464,5,9600,8880,4048
226,1203,4,8700,8760,2518
226,674,9,10500,12840,4693
226,1067,7,13500,12960,3852
226,1377,9,13200,13080,2029
226,1087,7,11400,11340,4711
226,300,4,11400,11040,4367
226,1373,3,6000,6600,728
226,335,10,11400,11160,3720
226,1273,8,11100,11880,2747
227,1196,23,3000,4260,1084
228,162,4,9300,12060,2703
228,1026,9,8400,8940,5149
228,329,3,4500,5340,3603
228,1236,7,9300,10020,4028
228,118,6,6000,6840,3351
231,555,5,14400,16080,4781
231,667,4,13500,15840,2708
231,1396,6,4200,5460,3159
231,1398,5,5100,5640,3526
231,1026,7,5100,5880,795
231,871,3,12600,13980,946
236,873,4,4500,5280,3012
236,1080,5,6300,-120,4401
236,512,7,12300,5700,1151
236,479,7,8400,3120,654
236,656,7,4500,180,1772
236,309,5,8700,2640,3230
239,894,42,3600,3600,1430
239,546,32,3300,5640,1835
240,689,8,6000,6120,4656
240,176,9,3000,4020,710
240,847,10,5700,6000,2167
240,331,5,8400,8460,3891
240,1220,6,7500,9060,5678
240,157,4,2700,2640,1642
240,1077,4,11700,12060,2810
249,562,7,8700,8400,2936
249,1278,11,7200,7680,2635
249,668,6,7800,7800,2990
249,697,9,9600,10980,1482
249,543,9,5100,17640,4165
249,117,3,12600,14400,5597
249,1034,5,8100,8160,703
249,1443,3,3300,3600,1603
249,994,4,12000,12240,4813
249,1412,3,9900,11580,732
249,847,6,5700,5760,4939
250,335,29,6000,7260,3367
250,157,29,5400,6240,2593
250,1035,26,14100,14820,5604
251,560,3,8700,10680,1245
251,1392,2,4500,5280,3169
251,1073,6,14100,15060,987
251,365,9,6600,7740,3397
251,1075,8,12000,13620,5696
251,335,7,4800,5880,1677
251,180,3,13800,15180,3322
251,1377,6,6600,7800,695
251,896,3,14100,15360,3111
251,480,8,3300,4500,1903
252,726,17,3300,4500,2384
252,327,15,3600,4080,638
260,1380,5,8400,8580,5636
260,1030,6,7200,7020,3578
260,1085,3,7200,7200,2589
260,1440,6,10500,10740,4854
260,461,5,6300,9840,3514
260,136,6,11100,10860,1747
261,730,9,4200,5160,2123
261,1270,7,3600,6240,1643
261,1442,10,2700,3240,2027
261,705,16,3600,4140,1051
264,994,4,3600,5220,1742
264,1413,6,5400,8400,4493
264,679,9,7500,10260,1657
264,658,3,8100,9000,1762
264,1078,8,14400,18780,4635
264,1235,7,14100,16740,2560
264,1194,7,6000,7380,2062
264,1417,2,9300,10980,3087
264,1072,5,8400,10860,2205
264,1440,4,13200,14580,3111
264,541,8,10500,11940,5696
266,1066,11,2700,2220,1901
266,1385,6,3000,2220,1665
266,1429,12,3000,2700,775
266,134,7,4800,6060,3339
266,131,6,4800,6360,2843
266,874,3,2700,1980,2067
266,840,4,3600,3000,2183
266,652,5,12600,12180,5663
266,1270,1,3000,4140,2214
266,1068,7,5100,4020,1045
266,119,6,6300,7980,1866
266,1195,8,2700,1260,653
266,356,5,3600,3000,1076
278,479,19,12300,13560,3350
278,298,15,14100,14400,5418
278,1417,20,12300,13140,5217
278,559,22,10800,10980,4231
279,153,18,3900,4620,1247
279,1235,18,3300,5520,1172
280,1022,4,4500,9540,2331
280,500,3,8100,8220,608
280,1236,6,8400,9000,2943
280,1379,9,4500,5580,3387
280,459,5,6000,6480,3218
280,139,4,4800,5340,2627
280,683,7,6000,6540,2897
280,355,4,8100,12420,2986
280,494,5,6300,6720,4506
280,515,4,10200,10860,1543
280,851,8,6600,7020,3359
281,342,7,4500,4680,762
281,176,8,3000,3900,2177
281,896,0,12600,13020,2625
281,873,5,13800,20700,2455
281,525,6,5700,6480,3862
281,366,11,7800,8880,5453
281,883,7,4800,5220,1218
368,1423,8,7200,12600,2506
368,1417,10,7500,8640,4174
368,338,5,3000,4920,1747
368,341,4,5400,8340,1866
368,479,6,7500,9060,4529
368,885,6,6600,9360,1873
368,1085,8,8100,8700,4574
368,512,6,11400,11640,5102
368,136,7,12000,12360,3066
373,1275,8,9000,10080,3107
373,1374,12,10200,12240,1207
373,994,7,6300,7200,3431
373,319,6,2700,3240,1170
373,1072,6,11100,12840,3185
373,559,9,10500,10800,2171
373,461,10,11700,15660,2752
373,1211,6,13200,13860,1574
375,176,9,8400,9720,2544
375,342,13,9900,10500,3015
375,740,14,4800,5520,1731
377,1213,7,10800,12240,2172
377,1431,2,6900,7200,2988
377,512,4,4200,4380,1166
377,1082,6,4800,7140,1554
377,900,6,4800,7980,1398
377,903,6,13500,14580,4225
377,136,2,4800,5100,1561
377,283,5,5700,6240,4361
377,168,9,5400,7560,3712
377,719,6,6000,7260,3226
377,1415,3,5100,5940,2504
377,165,6,5100,5580,1589
377,153,5,5700,6240,773
377,1258,6,6600,22200,4299
378,1273,5,4500,6060,2187
378,562,8,10200,10320,1205
378,871,9,3600,4500,2691
378,1033,8,5400,6540,848
378,653,6,14100,16080,808
378,674,3,3900,7020,1553
378,700,5,5400,7140,2085
378,1032,2,5100,6180,736
378,994,4,13500,14160,3130
378,144,5,7200,7140,1427
380,889,7,9600,10440,4303
380,1030,6,9300,8880,5552
380,188,11,5700,5340,3844
380,805,4,12900,14280,5029
380,1082,9,13200,14760,3887
380,1080,5,6600,6180,4768
380,899,2,12600,13860,3463
380,548,10,5100,5100,1342
380,130,7,4800,4620,2667
381,529,25,5100,5160,4058
381,165,19,8400,7980,2766
381,867,24,7500,8520,2578
382,546,8,11700,12840,3137
382,849,4,4500,3420,2333
382,1195,9,2700,1500,1177
382,1068,4,5100,4260,2920
382,1429,8,3000,2940,858
387,182,11,6000,6780,1543
387,877,11,6900,7260,4803
387,876,9,6900,6600,5035
387,741,5,6300,11160,2185
387,1076,4,4500,5580,615
387,336,10,6300,6060,2748
387,894,7,6000,5820,1916
387,339,6,6900,7860,3809
393,1440,34,6900,8100,728
397,1025,6,4200,4980,2097
397,1022,5,4200,9060,2713
397,707,4,5100,6120,1109
397,671,5,14100,14460,4205
397,1424,6,5100,5160,4216
397,106,6,14400,14520,1834
397,141,8,7200,8340,5337
397,500,5,7800,7740,4666
397,506,7,9600,10680,2689
398,1423,11,4500,9420,3158
398,299,12,6900,6960,5528
398,320,19,8100,8280,4171
398,1417,16,4800,5460,4042
399,555,8,2700,3780,1367
399,1000,6,4200,4620,1875
399,163,11,3000,3420,2135
399,687,5,10200,10200,671
399,525,11,4500,5460,2651
399,1414,8,6600,7860,2541
400,176,8,2700,4200,1156
400,1238,5,6300,6420,4537
400,112,6,12000,18420,4970
400,1413,7,13500,15840,2875
400,366,7,7500,9180,5474
400,1278,5,6900,8100,718
401,119,19,12900,15480,1404
401,294,21,13500,12660,5219
401,1066,23,9300,9720,4534
409,1195,5,2700,1560,1256
409,1058,3,3000,2160,1608
409,1385,10,3000,2520,1185
409,730,8,3600,3360,814
409,652,15,12600,12480,1517
410,558,10,4500,5460,1056
410,1403,7,12000,13560,1353
410,528,10,14400,15900,935
410,1384,7,3600,4740,818
410,316,12,3000,4440,1886
410,1053,8,4800,6180,4144
410,856,5,11700,13920,5536
410,547,13,3000,4140,2332
410,1245,9,3600,4560,1615
412,1012,6,6300,7380,2303
412,357,4,12600,12420,2180
412,1213,4,8700,9420,2143
412,719,8,3900,4440,3284
412,283,6,3600,3420,822
412,874,6,12600,12960,5585
412,1266,6,13800,13980,3381
415,1194,67,4800,4800,2233
417,512,14,8700,7200,4332
417,1030,16,5400,4080,1669
417,1012,14,12900,13020,1183
421,139,13,7500,7680,4016
421,167,15,3000,3120,731
421,1004,16,3000,3480,1308
421,1223,11,2700,2700,915
425,171,8,8700,8760,2511
425,1429,0,4500,5160,1772
425,652,4,14100,14640,2430
425,730,5,5100,5520,1352
425,840,9,5100,5460,3399
425,357,5,4200,3900,2857
425,527,10,5400,5880,3282
425,1439,4,5700,6360,2440
425,1376,6,8100,8940,3159
425,356,5,5100,5460,1195
425,1066,1,4200,4680,1561
425,1068,9,6600,6480,1014
430,1426,8,7800,12480,3517
430,658,3,6300,6720,1095
430,136,6,12000,12420,2709
430,508,4,4800,7680,2461
430,867,3,11400,13440,5216
430,805,7,11700,13980,4577
430,1258,8,13800,29520,3338
430,473,3,12300,14580,4812
430,360,6,2700,3780,1994
435,1050,23,8700,6720,1474
435,326,17,4800,3780,3394
435,131,22,6600,7620,4390
436,899,12,4500,6060,818
436,1005,6,6300,6300,5289
436,154,8,6600,6420,1304
436,1258,3,6900,22020,2716
437,136,8,10500,10500,1930
437,681,10,9900,10620,5165
437,508,10,3300,5760,2252
437,154,17,12000,12000,922
437,1415,14,10800,11340,651
438,1236,8,5700,6060,2850
438,515,3,7500,7920,2424
438,1396,2,3900,4560,1304
438,1392,3,13200,13320,2392
438,683,6,3300,3600,1080
438,128,6,11100,12000,1969
438,1247,6,11700,11640,1851
438,905,9,13800,14220,1515
439,1035,7,11400,12000,773
439,883,6,4800,6120,3106
439,994,4,12000,13260,1254
439,525,6,5700,7380,1736
440,867,10,3300,4740,988
440,153,7,4800,4860,2032
440,1012,7,7500,8820,4401
440,165,11,4200,4200,1826
440,536,11,14100,19080,1523
440,116,7,14100,14940,5105
440,512,6,3300,3000,1175
440,362,9,4800,13500,3082
440,283,6,4800,4860,3608
441,1096,4,7200,7860,2937
441,853,9,6000,7140,2190
441,116,4,6000,6840,5229
441,903,4,4500,5100,3884
441,119,8,9300,12300,3585
441,131,7,7800,10680,1894
441,1385,6,6000,6540,3617
441,289,3,10500,12540,4234
444,1047,48,7800,9900,1646
445,1067,8,7500,8220,828
445,184,13,7500,8760,1401
445,663,3,4500,6300,3750
445,1414,6,9900,11760,1664
445,469,3,6900,7800,3361
445,689,6,8100,8880,2099
445,1278,6,9300,10680,2325
445,905,4,5700,6720,1302
445,518,7,9000,10140,1943
445,511,10,10800,12000,1036
446,695,6,13200,13920,3773
446,871,9,11700,12540,2153
446,488,4,14100,14100,2909
446,176,8,12600,13740,1713
446,359,6,11100,11880,3440
446,150,6,6900,7380,3018
446,1203,4,10200,10980,2249
446,851,11,3300,3540,2554
446,464,8,11100,11100,1696
454,559,19,10200,10500,1942
454,896,15,6600,7560,5152
456,689,13,6600,7140,1595
456,1075,8,11100,12420,5540
456,1087,11,3900,4860,601
457,1394,10,7200,7080,3585
457,894,10,6000,5880,3665
567,546,18,3900,6660,3062
567,876,19,5100,5400,927
568,897,3,4500,4860,3522
568,546,4,13500,15660,907
568,1094,8,6600,7020,5162
568,1266,2,5700,6060,3033
568,1250,8,8400,8400,3641
568,119,4,8100,11040,2328
568,1195,8,4500,4320,3224
568,1076,3,12300,13380,5477
568,1231,4,4500,4260,1690
568,849,11,6300,6240,818
568,356,8,5400,6060,2247
569,805,3,7500,9120,1943
569,1012,6,11400,12660,2927
569,136,1,7800,7560,2179
569,168,5,8400,10020,5036
569,681,9,7200,7680,4863
569,529,1,4800,5220,3999
569,512,8,7200,6840,4143
569,1082,9,7800,9600,2828
569,733,8,12600,12900,2561
569,889,5,4200,5280,2999
569,165,3,8100,8040,5303
571,859,12,3900,3960,3226
571,876,8,4800,4440,1316
571,336,11,4200,3900,1929
571,1394,10,5100,4860,2137
571,339,7,4800,5700,3139
571,546,13,3600,5700,2931
572,511,24,12600,11100,5144
572,669,20,6600,5700,3598
572,163,24,8100,6420,5623
574,1397,10,11700,16560,4461
574,477,4,9600,11040,845
574,1195,10,9000,9540,3618
574,733,9,3900,4920,2589
574,294,12,13200,13440,5021
576,730,4,14100,15420,2960
576,1001,6,14100,16260,965
576,715,8,11700,12240,2808
576,853,6,13500,15180,3887
579,326,7,14400,16320,1811
579,1213,5,10200,12240,5488
579,1390,11,13500,15900,2047
585,1371,17,12900,12300,2008
585,1413,25,13200,14460,3513
586,663,7,2700,5520,1446
586,365,5,5400,7500,2583
586,667,6,3300,6660,1004
586,507,4,10500,12540,2928
586,1443,4,3600,5820,1318
586,1067,5,5700,7440,1138
586,873,5,14100,22800,5373
586,492,8,5100,10860,3827
586,1202,4,7800,10260,4053
592,1379,19,3900,5100,2045
592,1027,17,13800,15480,2828
592,683,14,5400,6060,3933
593,687,5,11700,11880,4583
593,697,6,9900,11760,3723
593,319,6,8700,9060,2681
593,667,4,3300,5220,1514
593,511,4,9000,9780,2717
593,1412,5,10200,12360,3122
593,360,4,13200,13860,1029
593,366,4,8100,9540,4933
593,548,7,14400,14880,2081
593,555,6,4200,5460,1609
593,176,7,3300,4560,923
596,182,10,4500,5220,2657
596,652,9,5100,5880,2537
596,339,7,5400,6300,1570
596,741,9,4800,9600,3721
596,1076,4,3000,4020,824
596,1394,9,5700,5460,2103
596,859,6,4500,4560,1806
596,876,5,5400,5040,2401
597,1076,14,4500,3420,2637
597,859,18,6000,3960,2082
597,876,7,6900,4440,4925
597,894,12,6000,3660,1949
598,657,16,5400,6060,1265
598,1371,25,4800,5160,3090
599,1005,18,9600,10260,1748
600,1436,6,11700,11940,3110
600,327,3,4500,4320,2082
600,319,7,8100,7620,3722
600,667,7,2700,3780,696
601,130,78,6600,6000,3000
615,894,7,4800,2520,2011
615,182,7,4800,3480,2715
615,877,6,5700,3960,4484
615,1076,9,3300,2280,2357
615,336,3,5100,2760,2840
615,859,6,4800,2820,2206
615,339,10,5700,4560,3553
615,1394,9,6000,3720,1682
620,705,41,4500,4260,2821
622,1211,58,3000,3240,1400
623,546,7,11700,13440,780
623,288,6,6900,6720,2576
623,704,3,4200,4260,1166
623,1076,1,10500,11160,3103
623,356,4,3600,3840,1814
623,741,5,12300,16740,1559
623,119,7,6300,8820,2692
623,705,6,3000,2880,1697
623,730,6,3600,3900,2393
623,477,3,3300,3600,1475
623,894,5,12000,11400,2599
623,485,8,3600,5220,2268
623,1240,6,2700,2640,2050
624,1082,6,13800,15480,3606
624,168,15,14400,15900,5085
624,112,20,3900,9720,1496
624,338,11,4800,6000,1874
627,479,4,4200,4140,1437
627,1064,4,11400,11220,1960
627,1423,8,3900,7680,1629
627,867,8,8100,8460,1538
628,1394,7,7500,7920,3889
628,336,15,6600,6960,639
628,741,18,6600,12060,2712
628,877,15,7200,8160,2343
628,1076,12,4800,6480,3987
628,876,18,7200,7500,4286
630,1442,6,13200,13320,2556
630,715,2,12300,12060,1295
630,867,5,3300,4500,2544
630,512,8,3300,2760,2499
630,315,6,7800,9180,2811
630,1012,4,7500,8580,4433
630,1195,6,13800,13440,4935
630,536,3,14100,18840,4187
630,1078,7,4500,7560,3689
630,1240,5,13800,13980,5396
630,719,2,5100,5640,2716
630,1390,3,13200,14280,1702
630,681,7,3300,3600,2586
630,334,4,12900,13860,5379
630,897,10,13800,13980,5150
632,134,7,5700,8460,1145
632,866,5,3600,4020,2883
632,877,7,13800,14400,2608
632,1376,5,7500,8880,5604
632,1066,4,3600,4620,2447
633,894,27,3600,4380,2265
637,1380,5,10800,6420,5393
637,1030,4,9600,4860,2008
637,896,5,3900,-120,799
637,1264,8,11400,7620,3600
637,1235,2,13800,10740,4120
637,1371,4,4800,240,703
637,873,3,5100,7560,3279
637,1035,11,2700,-2040,975
638,1429,18,3000,4680,644
638,116,16,3000,4500,1329
638,1096,18,4200,5520,2132
640,732,22,5700,6900,4461
640,310,18,6300,9060,2893
640,481,11,13500,14220,5412
640,128,17,12600,13320,5145
641,1390,12,14100,12000,4860
641,1024,8,6600,3660,2271
641,1415,13,5100,2040,2090
641,1005,8,6000,2580,1821
646,899,11,3000,1260,1930
646,1442,4,12900,9960,4423
646,681,6,3000,240,1667
646,903,14,12300,9600,2694
646,1235,5,3900,2160,2804
646,866,8,13500,10440,3929
646,512,12,3000,-600,1275
747,847,18,7500,8220,2720
747,157,26,4500,4860,1447
747,668,26,9600,10260,1755
748,317,4,6300,7560,4690
748,1237,7,11400,12180,1612
748,170,10,9300,12000,4458
749,1437,6,3000,3780,1328
749,527,5,9000,10320,1758
749,1266,4,9000,9900,3581
749,1068,7,10200,10920,662
749,1050,5,12000,12360,4054
751,315,9,9000,9600,5628
751,805,5,4800,5460,1729
751,1005,6,6300,5280,2137
751,1437,4,10200,9480,1385
751,1064,5,7800,7680,2988
751,153,13,6000,5040,1773
751,1440,9,4500,3780,1293
752,1027,13,13800,14880,1418
752,1061,13,4200,6900,1595
752,170,14,12000,13920,3427
753,339,5,5700,6780,968
753,546,9,4500,6780,2313
753,894,7,4800,4740,3955
753,652,12,5400,6360,4211
753,336,5,5100,4980,1442
754,336,6,3900,2760,1626
754,652,14,4200,4140,1605
754,859,16,3600,2820,2956
754,877,10,4500,3960,3026
754,546,4,3300,4560,1676
755,1371,9,12300,11880,2740
755,508,5,13800,15600,3172
755,1047,16,11400,12000,2291
755,1080,11,14400,13800,2461
755,697,6,8400,9600,795
755,657,16,12900,12780,3977
755,469,14,3600,3420,2173
760,339,7,5100,7140,1737
760,546,7,3900,7140,1396
760,877,8,5100,6540,766
760,1394,8,5400,6300,691
760,894,11,4200,5100,861
760,741,11,4500,10440,1241
760,182,5,4200,6060,2561
768,359,5,4800,5340,3687
768,176,6,6300,7200,4692
768,1238,7,9900,9420,3239
768,1274,3,7200,7560,1973
768,157,6,6000,5820,3280
768,331,4,11700,11640,4688
768,184,8,8700,9180,3119
770,1075,31,13500,15600,1053
774,1442,19,3600,-1740,2214
774,741,13,13800,13020,1873
774,119,10,7800,5100,2893
774,894,12,13500,7680,969
774,131,8,6300,3480,3365
774,715,14,2700,-3000,2030
778,163,10,13800,14340,3668
778,881,9,13800,19860,4464
778,1225,18,4800,5700,3536
791,536,24,3300,8340,947
797,1279,9,2700,3420,1986
797,106,10,11400,12180,1138
797,669,9,12300,14220,5094
797,540,7,3900,4740,1991
797,674,10,12000,15720,4170
797,1087,6,12900,14220,3220
797,333,7,4200,6600,2161
797,1392,6,12600,13440,1106
797,494,10,3000,3900,2273
797,177,6,12900,14400,3564
797,1027,4,11100,13140,3647
797,150,8,6900,8040,5303
799,1078,16,7500,10800,2650
799,1211,12,3600,3900,1827
799,541,12,3600,3960,634
799,153,16,7800,7860,2746
801,876,8,4500,4560,2985
801,339,11,4500,5820,2007
801,894,13,3600,3780,1936
801,859,10,3600,4080,2247
801,1394,9,4800,4980,3453
801,546,6,3300,5820,747
801,182,13,3600,4740,2183
801,877,5,4500,5220,3273
801,741,10,3900,9120,847
804,1050,4,6900,4560,5676
804,326,7,3000,1620,1216
804,1206,7,2700,480,1988
804,131,10,4800,5460,3204
804,288,4,6900,4980,1435
804,1066,5,2700,1320,1906
804,336,2,12300,9900,757
804,546,5,11700,11700,4071
809,871,9,12300,14040,3901
809,128,7,11100,12960,4029
809,1237,5,12000,13200,3299
811,182,13,5400,6360,3726
811,859,7,5400,5700,1601
811,894,7,5400,5400,2009
811,336,4,5700,5640,2733
811,1076,6,3900,5160,1727
811,741,8,5700,10740,2073
811,339,8,6300,7440,2449
811,652,4,6000,7020,1291
814,131,14,3300,6720,1069
816,1194,6,13200,13800,5675
816,1033,4,2700,4020,1722
816,1077,10,10500,11220,3412
816,365,9,3900,4680,1191
816,1435,7,5400,5880,1713
816,130,10,12600,13020,778
816,1000,9,4200,4920,2714
816,151,7,5400,6720,4058
821,1261,5,3900,4920,3162
821,866,4,3000,3060,1055
821,527,5,4200,4860,624
821,1376,6,6900,7920,2869
821,1050,6,7200,6900,1322
821,1270,8,3300,5580,1181
821,294,5,7200,6600,4756
822,1270,15,13500,16080,4708
822,681,16,2700,3360,722
822,899,11,2700,4380,1216
822,485,17,14100,16320,3478
823,715,8,3300,780,1965
823,741,13,14400,16800,3212
823,1231,12,4800,2100,4113
823,1066,14,4800,3120,1049
823,866,12,4800,2520,4054
823,119,9,8400,8880,1623
833,1238,2,7500,7320,898
833,844,12,3000,4080,1336
833,689,7,6900,7200,3762
833,307,7,3300,3900,605
833,338,10,14100,15600,1199
833,478,17,6900,8400,3030
833,1414,9,8700,10080,2978
833,1436,8,12900,13920,5538
834,153,6,12000,12180,2342
834,1258,2,12900,28140,3295
