arrival_flight_id,departure_flight_id,nb_connecting_pax,transfer_time_theoretical,transfer_time_actual,min_walking_time
43,1206,11,6600,7200,4702
43,1213,12,2700,4260,1022
43,334,17,5700,7500,4777
44,1012,9,6900,8160,606
44,1258,8,5100,20160,3214
44,1078,7,3900,7140,2637
44,1415,4,3600,3900,1102
44,165,6,3600,3540,1613
44,315,9,7200,8760,4495
44,136,11,3300,3060,1785
45,1376,14,3600,5160,1005
45,894,5,9000,9240,4147
45,652,9,9600,10860,5554
45,546,6,8700,11280,5027
45,171,6,4200,4980,2775
45,741,5,9300,14580,5611
45,1394,5,10200,10440,3652
45,288,9,3900,4560,1870
48,336,21,4500,4320,1491
48,877,18,5100,5520,3045
50,1374,11,10800,12840,4437
50,188,12,9600,9900,629
50,1077,13,6600,7380,1631
56,1390,4,10800,12420,4999
56,1012,2,5100,6720,2318
56,1425,4,4200,5340,980
56,315,7,5400,7320,2531
56,1442,5,10800,11460,2544
56,903,2,10200,11100,3583
56,715,7,9900,10200,5151
56,719,5,2700,3780,704
56,334,10,10500,12000,2688
56,154,9,3000,3120,2323
56,733,6,6300,6960,643
56,1005,7,2700,3000,921
59,1235,11,3300,3120,1384
59,733,16,7800,6420,3243
59,1043,21,3900,3060,1307
59,168,18,3600,3540,869
59,900,8,3000,3960,2355
62,733,7,4500,4440,3498
62,1240,5,9600,9600,2674
62,1429,2,9900,10500,4212
62,485,6,10500,12180,4245
64,133,9,5100,5640,2788
64,1396,7,6000,7140,4655
64,540,7,6600,7200,655
64,494,6,5700,6360,2259
65,1005,17,4200,4500,1356
67,669,38,3300,4980,1140
67,674,43,3000,6480,2231
68,332,9,8400,10200,5375
68,1194,7,9000,9900,2707
68,659,7,9600,11400,1736
70,518,4,6300,7740,1585
70,1278,4,6600,8280,4363
70,1443,2,2700,4200,1053
70,144,5,5100,5820,1722
70,331,4,7800,8820,4335
70,697,3,9000,11580,5072
70,1274,8,3300,4740,1972
70,700,7,3300,5820,887
70,1414,6,7200,9360,1696
70,1075,3,9900,11760,3059
70,151,9,6000,7920,1746
72,652,17,6000,6240,1670
72,546,21,5100,6660,4257
72,859,19,5400,4920,1188
73,1203,8,10200,11580,2676
73,1026,4,4200,5040,3459
73,128,5,10500,12060,4317
73,355,6,4800,9540,3123
73,991,5,6300,7440,2873
79,182,23,3600,3840,2129
79,546,18,3300,4920,1533
82,896,12,3900,4560,1563
82,130,6,5100,5280,1295
82,541,3,10200,10620,1734
82,529,6,10500,11040,867
82,679,5,7200,8940,3964
82,1077,4,3000,3480,1701
82,1275,7,6000,6780,5078
82,889,5,9900,11100,2630
85,849,46,4500,4860,3754
90,1033,7,2700,3240,682
90,144,9,4500,3840,3727
90,1414,8,6600,7380,4500
90,865,11,8700,7920,5680
90,488,7,3300,2760,2253
92,165,6,7500,7380,5697
92,529,5,4200,4560,3189
92,1030,8,3300,3060,877
92,473,6,7500,9060,5118
92,362,6,8100,16680,4405
92,1258,5,9000,24000,1172
92,1264,6,5100,5820,3438
92,805,5,6900,8460,4515
92,154,6,8700,8400,1682
92,1043,6,8100,8880,5066
92,867,8,6600,7920,2415
92,1082,3,7200,8940,4276
94,529,14,3300,3780,2450
94,153,14,7200,7260,2469
94,154,13,7800,7620,993
94,1431,7,8400,8220,2977
94,541,10,3000,3360,1759
190,1066,18,3600,5040,1606
190,1195,25,3600,4080,2475
191,1047,18,3000,4140,1247
191,1262,15,4200,5280,1754
192,139,3,7500,7980,3415
192,731,10,3300,4200,2317
192,321,7,2700,3240,1353
192,1196,4,3600,4380,1579
192,540,5,9900,10200,5333
193,171,8,2700,3900,940
193,877,5,8400,9600,5103
199,891,11,3600,5040,1665
199,179,7,3600,5520,870
199,1396,10,9900,11100,3498
199,1015,4,6900,7680,2507
199,680,8,9000,10320,4303
199,1042,5,9600,12120,5122
199,540,15,10500,11160,5572
199,675,9,6900,8520,1158
199,717,11,10200,10860,5609
201,1396,8,5400,7200,3598
201,139,8,3600,5040,1018
201,683,2,4800,6240,3196
201,470,7,5100,6300,1078
201,1022,7,3300,9240,1025
201,162,6,7200,10740,4541
201,848,11,5700,7260,3847
201,522,4,7200,8580,2109
201,310,3,6300,10380,5223
201,851,4,5400,6720,3792
201,1225,1,6900,8820,1041
201,682,4,3900,6060,952
201,353,3,4200,5760,2998
201,150,3,9000,10560,3787
201,118,6,3900,5520,1624
205,1096,82,5100,6060,1610
210,529,13,9900,10860,3857
210,299,5,10500,10980,1968
210,1262,8,4500,6000,1357
210,1030,9,9000,9360,5162
210,1073,3,3300,4080,1715
210,1433,8,3600,4800,2569
215,118,7,7200,8460,1620
215,494,13,8400,9360,2077
215,470,10,8400,9240,4212
215,139,10,6900,7980,871
220,478,36,6000,7080,1442
220,1000,37,5400,5520,1261
221,697,4,8400,10380,5113
221,1077,5,10500,11220,1991
221,1414,5,6600,8160,2981
221,151,6,5400,6720,781
221,560,10,6000,7620,3729
221,319,4,7200,7680,4193
221,1035,10,10200,10380,3299
221,855,6,2700,4440,1574
221,555,5,2700,4080,875
222,130,15,9600,10320,2896
222,697,14,5400,7680,2971
222,1412,9,5700,8280,668
222,1075,8,6300,7860,5304
223,485,7,3900,5880,2253
223,866,6,3000,3120,859
223,704,7,4500,4920,1593
223,477,5,3600,4260,1088
223,345,8,3900,4440,3299
223,1397,8,5700,9780,1309
224,507,11,3300,3960,2548
224,658,11,9600,9660,5551
224,548,9,7200,7740,3583
224,508,8,8100,10620,3787
224,1417,8,10800,11640,1157
224,1072,7,9900,11520,1695
225,329,15,4200,5220,2876
225,528,6,7500,8340,5647
225,1026,7,8100,8820,3266
225,1398,8,8100,8580,2748
225,104,7,3900,5820,2387
225,845,8,4200,5460,3053
225,1015,12,4200,4980,767
226,871,4,10200,10320,5348
226,317,8,4800,4860,3393
226,106,6,9900,9300,3618
226,480,6,9900,9780,3506
226,1203,12,8700,8760,3908
226,875,6,9900,9900,2466
226,162,16,3600,5340,2043
226,157,4,10800,10140,4491
226,128,10,9000,9240,963
226,1237,7,9900,9480,2166
226,141,5,2700,3120,1529
227,292,13,6000,6600,700
227,460,16,8400,9720,627
228,355,34,9000,13440,5303
231,460,5,3900,5160,2451
231,540,8,4800,5520,1507
231,459,6,3600,4440,962
231,333,9,5100,7380,2434
236,885,21,7500,3420,2140
236,873,19,4500,5280,2337
239,652,53,4200,5220,1842
240,176,13,3000,4020,1310
240,335,7,3300,3660,1196
240,492,6,4800,8880,2973
240,669,5,2700,3840,1950
240,1032,5,3600,4500,810
240,728,3,8100,7920,4477
240,366,7,7800,9000,1654
249,492,25,4800,8640,4057
249,157,19,2700,2400,1502
250,1435,15,9300,10320,3405
250,340,4,8700,9660,1756
250,695,13,6300,7800,2516
250,151,11,9300,11160,3153
250,157,9,5400,6240,2835
250,883,8,7500,8940,3827
250,1032,8,6300,8100,2257
250,1247,4,4200,4980,2311
251,669,7,4200,6060,886
251,726,5,6000,7860,2109
251,1238,7,8100,8460,1258
251,1435,3,8100,8940,1762
251,177,6,4800,6240,966
251,875,8,3300,4620,697
251,331,7,9900,10680,4933
252,726,10,3300,4500,2398
252,697,14,8400,10080,5021
252,478,18,4800,6180,3764
260,1072,9,5700,7020,4275
260,1211,7,7800,8040,5058
260,529,5,8100,8520,3259
260,1426,9,6900,10920,4312
261,1439,10,4800,6000,1875
261,1266,8,4500,5100,3384
261,1261,10,4200,5580,1336
261,185,6,5400,5940,3321
264,1072,9,8400,10860,4417
264,180,6,3900,5700,1165
264,1077,8,3300,4800,1639
264,1030,6,9900,10860,2103
264,1073,9,4200,5580,850
264,188,6,6300,7320,1590
264,548,8,5700,7080,4487
264,332,4,5400,7680,2219
264,714,6,8400,11520,3781
266,1068,12,5100,4020,2689
266,1270,18,3000,4140,1259
266,1266,14,3900,3000,768
266,356,12,3600,3000,2267
266,289,20,7500,8220,1120
278,511,12,3300,4140,1115
278,1262,10,8400,9660,1444
278,559,22,10800,10980,1311
278,1047,11,7200,8520,808
278,687,16,6000,6240,3754
279,315,4,6900,9180,5181
279,719,7,4200,5640,2521
279,136,10,3000,3480,753
279,1258,7,4800,20580,1237
279,1078,5,3600,7560,2873
279,1005,6,4200,4860,1668
280,1373,24,10800,12300,1438
280,515,24,10200,10860,1250
280,848,17,6900,7560,2860
281,488,8,4500,4260,1690
281,555,18,3900,4800,727
281,144,9,5700,5340,2100
281,728,7,8100,7800,1173
368,885,4,6600,9360,2624
368,130,7,3600,4260,1260
368,1072,15,6600,8520,746
368,332,5,3600,5340,2274
368,529,7,9000,10020,2882
368,1194,6,4200,5040,1695
373,562,24,3000,3360,711
373,1194,30,8700,9360,5514
375,674,5,7800,11040,4342
375,1274,7,9300,10080,2369
375,875,6,7200,8100,2923
375,515,8,2700,3360,850
375,481,7,7200,8340,4593
377,681,7,4200,5220,1176
377,1024,8,6600,7560,4645
377,1078,4,5400,9180,2596
377,473,7,5100,7260,2623
377,154,2,6300,6600,1082
377,1264,5,2700,4020,1037
377,1437,10,9900,10680,2643
377,899,8,4200,6240,983
377,857,6,4800,5880,3187
377,1213,6,10800,12240,2038
378,875,10,3300,4080,2223
378,1032,6,5100,6180,1864
378,1220,4,9000,10740,4143
378,689,7,7500,7800,1392
378,1000,8,6900,7440,2250
378,667,6,4500,6360,2787
380,341,5,6600,8700,5659
380,529,6,10200,10380,1365
380,1371,8,4500,4260,2155
380,889,5,9600,10440,3248
380,1030,9,9300,8880,636
380,311,3,6000,5820,3444
380,1085,5,9300,9060,3759
380,1052,5,6600,6420,2732
380,1211,6,9900,9900,707
380,479,2,8700,9420,1271
380,1426,5,9000,12780,1578
380,299,6,10800,10500,4006
380,657,6,5100,5160,3152
380,180,3,3300,3720,1355
381,154,4,9600,9000,4809
381,1085,5,4200,3840,1076
381,1005,11,9300,8880,3358
381,1078,6,8700,11580,2015
381,1072,5,2700,3660,1074
381,1417,6,3600,3780,718
381,1440,5,7500,7380,1407
381,473,9,8400,9660,3772
381,1258,7,9900,24600,1013
381,714,6,2700,4320,1357
381,1024,10,9900,9960,1983
381,136,8,8100,7500,4449
382,866,12,2700,1860,956
382,326,16,3000,2760,1264
382,477,18,3300,3000,2146
387,1394,22,7200,7020,4827
387,182,15,6000,6780,4719
387,741,11,6300,11160,2821
393,1064,25,10200,12000,1994
393,299,22,5100,6000,2182
397,682,7,4800,5880,3043
397,329,5,3300,3840,771
397,717,11,6600,6780,4223
397,458,11,5100,5880,2015
397,845,13,3300,4080,1035
397,683,9,5700,6060,1998
398,900,74,9300,12060,5338
399,555,2,2700,3780,1099
399,1000,6,4200,4620,1288
399,1075,7,9300,10260,4271
399,327,4,3600,4080,843
399,1202,11,6300,7140,1763
399,560,4,6000,7320,5229
399,144,2,4500,4320,3471
400,507,1,9900,10740,4894
400,518,5,6600,7560,1781
400,865,6,9600,9720,1949
400,1443,7,3000,4020,1534
400,492,13,4500,9060,1221
400,695,6,3300,4380,954
400,1414,8,7500,9180,5016
401,345,8,10200,10440,4655
401,302,15,9300,10200,3810
401,1266,13,10500,10500,2286
401,1066,10,9300,9720,4424
401,1012,8,3000,3900,1992
401,1001,16,10200,11400,4886
409,897,42,2700,2100,850
410,1245,17,3600,4560,785
410,1265,16,7800,9120,4533
410,1267,17,3600,4860,1040
410,1196,17,8400,10200,5148
410,891,15,7800,9900,4372
412,1258,51,4500,19380,1906
415,1030,7,8700,8280,3740
415,1211,4,9300,9300,5636
415,479,4,8100,8820,2246
415,889,5,9000,9840,3829
415,508,4,5400,7380,3326
415,112,10,2700,8400,931
415,341,8,6000,8100,1222
415,529,4,9600,9780,3733
415,130,4,4200,4020,2775
415,656,4,4200,5880,940
415,1374,2,6300,7680,5387
417,1085,12,5400,4260,2933
417,165,11,9600,8400,1078
417,136,13,9300,7920,4664
417,1072,13,3900,4080,2982
417,658,14,3600,2220,1093
421,1061,22,7500,10320,3495
421,1398,13,10200,10020,2070
421,731,20,3300,3900,1609
421,139,22,7500,7680,1849
425,356,25,5100,5460,4176
425,1096,25,5700,6000,896
425,1094,16,6300,6420,4199
425,288,15,8400,8340,3869
430,873,6,3600,11280,2212
430,298,7,9300,9960,1343
430,508,4,4800,7680,1416
430,1380,4,9300,10140,2735
430,1030,2,8100,8580,2949
430,1085,5,8100,8760,4348
430,529,9,9000,10080,4680
430,360,4,2700,3780,638
430,188,6,4500,5040,3619
430,1264,8,9900,11340,874
430,1080,7,5400,5880,4267
435,289,14,9300,9480,2469
435,1261,6,5400,4740,3973
435,477,13,5100,4020,3296
435,874,11,4500,3240,2711
435,1096,11,6000,4800,2892
436,1431,8,7200,7020,1239
436,1012,6,8700,10020,4991
436,320,4,3900,4020,2187
436,1024,7,6900,7380,4543
436,899,4,4500,6060,1455
437,1275,5,3000,3900,1850
437,1052,6,3900,4200,1726
437,1440,4,9900,10380,3361
437,1417,6,6000,6780,4023
437,1085,10,6600,6840,5049
437,1235,7,10800,12540,1528
437,1415,5,10800,11340,2128
438,494,7,3600,3780,1939
438,540,7,4500,4620,2650
438,506,7,7200,8220,4670
438,740,6,9600,10080,662
438,683,6,3300,3600,1768
438,707,4,2700,3660,1278
438,1203,4,10800,11520,2031
438,1279,3,3300,3300,1610
439,668,7,7800,8820,5341
439,518,6,6900,8160,1075
439,1238,3,6600,7020,4943
440,733,20,8700,9060,1136
440,1043,21,4800,5700,2253
440,165,16,4200,4200,2824
441,897,9,5700,6120,2033
441,357,7,5700,5760,1957
441,308,16,7800,8460,4213
441,849,15,7500,7500,2555
444,1035,7,6600,7500,3940
444,653,6,7800,10680,3816
444,697,2,4800,7500,3147
444,311,5,10200,11340,4776
444,1275,5,9900,11640,1873
444,360,4,8100,9600,2596
444,332,5,9000,11220,1469
444,1080,7,10800,11700,2331
444,1371,7,8700,9780,5373
445,671,5,3600,4500,2458
445,844,7,4200,5760,3598
445,176,6,5100,6780,3922
445,674,6,4500,8100,1922
445,307,6,4500,5580,731
445,492,8,6900,11640,2385
445,177,9,5400,6780,1002
445,157,3,4800,5400,3487
445,555,6,6000,7680,3293
445,855,7,6000,8040,4782
445,366,6,9900,11760,2886
446,1246,18,6000,12480,4513
446,150,22,6900,7380,2895
446,515,18,6900,7380,4725
454,112,22,6300,12660,1069
456,721,7,6900,7440,669
456,176,7,3600,5040,2532
456,518,3,7500,8400,842
456,327,14,5400,6240,2629
456,163,8,4800,5580,2810
456,366,7,8400,10020,1979
457,1394,17,7200,7080,1063
567,877,4,5100,6060,1476
567,546,8,3900,6660,614
567,741,4,4500,9960,783
567,182,6,4200,5580,3500
567,652,6,4800,6240,1041
567,859,8,4200,4920,2739
567,336,3,4500,4860,2802
567,894,6,4200,4620,1807
567,876,9,5100,5400,968
568,1442,17,3900,4200,2823
568,704,18,6000,6480,1019
568,477,14,5100,5820,709
568,1195,19,4500,4320,811
568,874,18,4500,5040,1596
569,154,7,9300,9060,3372
569,299,7,5400,5340,1916
569,168,9,8400,10020,3071
569,899,6,7200,8700,4852
569,889,4,4200,5280,2356
569,1258,14,9600,24660,3019
569,153,8,8700,8700,4859
571,894,59,3900,3660,2082
572,177,9,7200,5880,2085
572,469,14,8700,6900,777
572,881,13,8100,11940,4485
572,342,13,8400,6660,2057
572,184,15,9300,7860,1273
572,335,9,7200,5520,2509
574,705,9,9300,10320,2455
574,1408,6,9600,10440,3506
574,536,7,9300,14940,1315
574,1261,7,9900,11760,3816
574,715,8,7500,8160,4996
574,1442,9,8400,9420,2129
574,1240,11,9000,10080,4485
576,1415,31,3600,4500,1361
579,362,26,5100,14880,2028
585,319,3,7800,7320,4051
585,151,7,6000,6360,4732
585,469,7,4200,3840,3069
585,543,8,4500,16680,1092
585,726,10,3900,4440,2792
585,905,7,3000,2760,667
585,687,4,10800,10140,5169
586,184,8,5700,7980,2043
586,176,7,3300,6000,719
586,1392,6,3300,5040,923
586,1274,9,4200,6360,3442
586,144,6,6000,7440,2708
586,562,6,9000,10620,3050
586,319,8,8700,10500,3948
586,1414,11,8100,10980,3715
592,1403,8,3900,4620,3268
592,1040,7,2700,3420,655
592,1042,7,5700,8040,3611
592,845,4,3000,4080,1408
592,506,6,9300,10680,4240
592,310,9,6900,10200,3342
592,1398,10,6900,7200,4177
593,674,13,2700,5880,1508
593,560,16,7500,9000,4992
593,669,8,3000,4380,2202
593,478,14,6300,7860,1619
596,859,7,4500,4560,2296
596,652,10,5100,5880,1707
596,339,13,5400,6300,2614
596,741,5,4800,9600,2143
596,336,9,4800,4500,2833
596,894,8,4500,4260,1390
596,876,3,5400,5040,3481
596,1076,9,3000,4020,1809
596,877,14,5400,5700,2856
597,1076,15,4500,3420,2651
597,877,12,6900,5100,5517
597,894,17,6000,3660,2883
597,652,15,6600,5280,1613
597,1394,8,7200,4860,725
598,188,13,6000,6240,768
598,657,8,5400,6060,3916
598,1371,8,4800,5160,703
598,311,11,6300,6720,1493
599,900,9,8400,11760,4633
599,719,6,9600,11040,3467
600,668,11,7500,7140,747
600,366,10,7500,8100,2965
600,129,13,2700,2400,1554
601,309,8,10800,10320,4575
601,508,8,7800,9360,4682
601,479,13,10500,10800,4609
601,507,9,3000,2700,629
601,1080,8,8400,7560,5438
601,1436,6,4800,4980,1093
601,659,8,7800,8280,4077
601,1423,10,10200,14340,5204
615,182,10,4800,3480,3161
615,876,15,5700,3300,2570
615,1394,10,6000,3720,1804
615,546,6,4500,4560,3435
615,877,14,5700,3960,4193
620,289,9,9000,10440,1465
620,345,7,5100,5160,4264
620,1094,13,6300,6180,5314
620,1231,4,4200,3420,2848
620,477,6,4800,4980,1190
620,1206,3,4200,3600,2265
620,1376,3,8100,8700,5069
620,1240,6,4200,4020,1527
622,298,14,3600,3600,1142
622,1431,24,8400,8160,2285
622,867,19,5700,7080,2925
623,345,30,3600,3780,2943
623,357,16,2700,2280,1839
623,1066,11,2700,3060,1616
624,529,38,10800,11100,1098
627,1426,4,4500,7500,1935
627,681,5,8100,7560,5313
627,1423,8,3900,7680,1036
628,546,18,6000,8760,668
628,741,29,6600,12060,3940
628,1394,19,7500,7920,3877
630,857,30,3900,4260,1491
630,1425,26,6600,7200,3532
632,897,31,3600,4200,689
633,546,23,3300,6420,1061
637,1374,10,7200,4260,869
637,687,7,2700,-1920,1025
637,338,8,4500,1260,3247
637,112,8,3600,4980,2192
637,679,12,7200,4260,1175
637,889,8,9900,6420,5491
638,116,21,3000,4500,1516
638,485,20,3600,6360,1165
638,119,18,6300,9960,1750
640,1026,7,6300,6300,3635
640,353,8,4200,4440,1542
640,1025,6,3300,3840,1219
640,1217,2,10200,10440,4312
640,1269,2,8400,8640,2487
640,333,3,6300,7800,981
640,133,10,4500,4380,3179
640,1424,5,4200,4020,1613
640,470,6,5100,4980,1825
640,1373,3,9600,10680,609
640,550,4,2700,2460,703
640,118,8,3900,4200,693
640,732,7,5700,6900,4339
641,1425,7,7500,4920,2514
641,1078,6,5400,5280,4603
641,1431,6,6900,3300,5203
641,1415,11,5100,2040,647
641,1082,6,4800,3240,3839
641,168,4,5400,3660,1289
641,1005,9,6000,2580,5031
641,1043,5,5700,3180,2794
646,1440,17,3000,0,1244
646,1064,16,6300,3900,4490
646,1213,18,9600,7260,2532
646,1235,9,3900,2160,3155
646,1012,16,7200,5220,1927
747,176,29,4800,6240,736
747,366,21,9600,11220,4745
747,492,20,6600,11100,3405
748,515,14,6900,7860,1962
748,310,6,4200,7680,684
749,853,4,8100,9720,2504
749,1094,7,9900,10860,1195
749,715,5,6300,6780,3051
749,345,6,8700,9840,5476
749,1206,5,7800,8280,5044
749,874,5,7800,8880,2374
751,153,6,6000,5040,2974
751,473,8,5400,6060,4109
751,512,6,4500,3180,2946
751,733,9,9900,9240,5464
751,1064,7,7800,7680,4865
751,1043,4,6000,5880,3379
751,857,13,5100,4680,2640
751,1431,5,7200,6000,829
751,681,2,4500,4020,1670
752,470,51,5700,5520,1050
753,182,11,4800,5700,2573
753,546,20,4500,6780,796
753,336,7,5100,4980,4047
754,336,57,3900,2760,2253
755,721,9,5100,4800,3181
755,340,10,4800,4440,693
755,365,12,3900,3900,2869
755,144,13,4500,3840,972
755,726,8,3300,4020,2587
760,546,8,3900,7140,1718
760,877,5,5100,6540,1677
760,859,4,4200,5400,2292
760,182,12,4200,6060,2808
760,876,5,5100,5880,3405
760,1394,10,5400,6300,759
760,741,8,4500,10440,2090
760,1076,6,2700,4860,1981
768,669,10,6000,7020,4595
768,1203,10,3900,4440,631
768,560,6,10500,11640,4026
768,525,9,9000,9780,935
768,1087,8,6600,7020,5443
770,1274,7,6900,8580,4627
770,875,9,4800,6600,3911
770,1237,10,4800,6180,1441
774,1096,32,5700,660,4777
774,1385,20,4500,-660,1445
774,326,14,4500,-360,2864
778,540,7,3900,4140,1018
778,732,6,3600,5100,776
778,500,1,4800,4800,611
778,1203,8,10200,11040,3839
778,459,5,2700,3060,1978
778,1042,6,3000,5100,820
791,1250,9,6900,7020,5569
791,308,3,5100,5820,1154
791,866,5,3000,3300,1438
791,356,10,3900,4680,808
797,522,20,5100,6060,1271
797,470,23,3000,3780,978
797,141,29,4200,6000,1244
797,1279,20,2700,3420,1826
799,1082,6,6900,8760,4408
799,1030,4,3000,2880,1559
799,857,7,6900,7500,5370
799,1264,5,4800,5640,1987
799,899,4,6300,7860,4744
799,309,3,2700,2940,1606
799,1078,7,7500,10800,1781
799,298,4,4200,4260,3508
799,473,9,7200,8880,1388
799,805,3,6600,8280,1891
799,1425,4,9600,10440,774
801,859,7,3600,4080,2259
801,876,13,4500,4560,3246
801,894,9,3600,3780,2532
801,182,14,3600,4740,2662
801,1394,8,4800,4980,3019
801,652,10,4200,5400,775
801,741,6,3900,9120,1537
801,877,9,4500,5220,3550
801,546,8,3300,5820,1786
804,536,5,3000,5760,1667
804,866,3,2700,720,1376
804,326,8,3000,1620,2199
804,119,3,6300,7080,1527
804,1250,6,6600,4440,4578
804,302,3,2700,1800,889
804,1206,5,2700,480,866
804,1076,8,10500,9420,3781
804,1385,5,3000,1320,703
804,1261,6,3600,2580,2221
804,1270,4,3000,3240,2128
809,732,8,4200,6540,1772
809,1398,11,4800,5700,3469
809,470,6,3600,4620,2150
811,1394,5,6600,6600,2926
811,741,7,5700,10740,3046
811,546,5,5100,7440,2218
811,876,3,6300,6180,4373
811,1076,5,3900,5160,803
811,336,6,5700,5640,4799
811,877,9,6300,6840,2161
811,339,9,6300,7440,4463
811,652,1,6000,7020,4371
811,182,3,5400,6360,1357
814,294,20,5400,5520,3323
816,1035,17,10200,10380,3423
816,319,17,7200,7680,1388
816,883,25,3600,4500,2994
821,1376,7,6900,7920,3455
821,1397,7,5700,9720,1395
821,171,6,7500,7740,3090
821,1250,3,6900,6780,4088
821,131,9,5100,7800,614
821,302,8,3000,4140,775
822,1078,6,3900,7320,2709
822,1043,4,4200,5220,3397
822,899,5,2700,4380,1523
822,1012,9,6900,8340,5254
822,1005,8,4500,4620,3338
822,1425,4,6000,6960,1349
822,1431,7,5400,5340,3593
823,1240,11,4800,2700,3292
823,1094,4,6900,4860,1596
823,1390,12,4200,3000,1399
823,1261,11,5700,4380,2764
823,171,11,9300,7200,1829
823,302,15,4800,3600,1139
833,562,11,9600,9720,3088
833,163,2,5100,5640,4207
833,1238,12,7500,7320,4833
833,667,9,3900,5760,1998
833,855,10,4800,6360,3956
833,555,7,4800,6000,4148
833,511,14,9600,10320,1317
833,663,8,3300,4620,1133
833,518,10,7800,8460,4511
834,885,27,5700,8040,4472
834,805,13,10800,12600,1749
834,657,19,3000,3480,659
834,873,17,2700,9900,665
836,315,55,7200,9120,4388
837,357,11,7500,6660,3454
837,840,20,8400,8220,3537
837,326,26,7800,7740,835
908,1373,8,9300,10380,3815
908,141,10,6000,6900,5358
908,162,15,6900,9120,939
908,506,10,8400,9240,2194
908,740,9,10800,11100,4425
908,540,10,5700,5640,2174
908,1061,11,3300,6060,2686
908,1042,10,4800,6600,2995
910,163,6,4800,5700,971
910,1377,4,5700,6720,4449
910,697,3,10200,12360,3490
910,1067,2,6000,6600,2508
910,726,4,5100,6780,1614
910,1443,11,3900,4980,3223
914,1273,11,2700,3600,601
914,151,9,6300,6780,4840
914,543,10,4800,17100,838
914,335,12,3000,2880,1355
914,1412,10,9600,11040,4954
915,851,17,8100,8580,5439
915,1017,10,5100,6060,1210
915,848,11,8400,9120,5028
915,845,12,5100,6120,1949
916,885,32,8100,11160,2539
918,356,7,4500,5340,960
918,1266,10,4800,5340,1014
918,326,10,3900,4860,1942
918,302,7,3600,5040,1859
918,536,10,3900,9000,2396
919,130,33,6600,5220,5488
919,507,30,3000,1920,1726
920,139,9,3000,3360,918
920,1236,8,6600,7020,3672
920,310,8,5700,8700,3574
920,528,13,5100,5460,1892
920,707,9,3600,4620,1124
923,1235,24,3600,5880,2631
923,473,16,3600,6000,1513
925,1398,15,6000,6720,2053
